@relation chunk

@attribute pos_1 {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute pos {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute pos1 {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute chunk {B-ADJP, B-ADVP, B-CONJP, B-INTJ, B-LST, B-NP, B-PP, B-PRT, B-SBAR, B-UCP, B-VP, I-ADJP, I-ADVP, I-CONJP, I-INTJ, I-NP, I-PP, I-PRT, I-SBAR, I-UCP, I-VP, O}

@data
RB, VBZ, VBG, B-VP
VBZ, VBG, DT, I-VP
VBG, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., DT, O
., DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBN, I-NP
NN, VBN, IN, B-VP
VBN, IN, NNP, B-PP
IN, NNP, POS, B-NP
NNP, POS, NNP, B-NP
POS, NNP, NN, I-NP
NNP, NN, RB, I-NP
NN, RB, VBD, B-ADVP
RB, VBD, DT, B-VP
VBD, DT, $, B-NP
DT, $, CD, I-NP
$, CD, CD, I-NP
CD, CD, NN, I-NP
CD, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ",", I-NP
NNP, ",", NNP, O
",", NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", NNP, O
",", NNP, ",", B-NP
NNP, ",", IN, O
",", IN, IN, B-PP
IN, IN, DT, I-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., RB, O
., RB, ",", B-ADVP
RB, ",", CD, O
",", CD, NN, B-NP
CD, NN, NN, I-NP
NN, NN, ",", I-NP
NN, ",", WP, O
",", WP, VBD, B-NP
WP, VBD, NN, B-VP
VBD, NN, ",", B-NP
NN, ",", VBD, O
",", VBD, PRP$, B-VP
VBD, PRP$, NN, B-NP
PRP$, NN, VBD, I-NP
NN, VBD, RB, B-VP
VBD, RB, VB, I-VP
RB, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, RBR, I-NP
NN, RBR, DT, B-NP
RBR, DT, NN, I-NP
DT, NN, IN, I-NP
NN, IN, DT, B-SBAR
IN, DT, JJR, B-NP
DT, JJR, NN, I-NP
JJR, NN, VBD, I-NP
NN, VBD, IN, B-VP
VBD, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, WDT, I-NP
NN, WDT, VBD, B-NP
WDT, VBD, RB, B-VP
VBD, RB, VBN, O
RB, VBN, IN, B-ADJP
VBN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., ``, O
., ``, PRP, O
``, PRP, MD, B-NP
PRP, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, JJR, I-VP
VBN, JJR, IN, B-NP
JJR, IN, PRP, B-SBAR
IN, PRP, VBD, B-NP
PRP, VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, RB, B-VP
VBD, RB, VBG, I-VP
RB, VBG, TO, I-VP
VBG, TO, VB, I-VP
TO, VB, ",", I-VP
VB, ",", "''", O
",", "''", PRP, O
"''", PRP, VBD, B-NP
PRP, VBD, ., B-VP
VBD, ., CD, O
., CD, JJ, B-NP
CD, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, TO, B-VP
VBZ, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, :, I-NP
NN, :, DT, O
:, DT, VBZ, B-NP
DT, VBZ, ",", B-VP
VBZ, ",", VB, O
",", VB, NNS, B-VP
VB, NNS, DT, B-NP
NNS, DT, JJR, B-NP
DT, JJR, NN, I-NP
JJR, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, VBG, B-NP
DT, VBG, NN, I-NP
VBG, NN, RB, I-NP
NN, RB, IN, B-PP
RB, IN, RB, I-PP
IN, RB, NN, B-NP
RB, NN, NNS, I-NP
NN, NNS, ., I-NP
NNS, ., DT, O
., DT, MD, B-NP
DT, MD, VB, B-VP
MD, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, CC, I-NP
NN, CC, DT, O
CC, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, POS, I-NP
NN, POS, NN, B-NP
POS, NN, TO, I-NP
NN, TO, VB, B-VP
TO, VB, PRP$, I-VP
VB, PRP$, NN, B-NP
PRP$, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, ., B-NP
NN, ., ``, O
., ``, DT, O
``, DT, NNS, B-NP
DT, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, TO, I-VP
VB, TO, VB, I-VP
TO, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, RB, I-NP
NN, RB, CC, B-ADVP
RB, CC, RB, O
CC, RB, DT, O
RB, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, IN, I-VP
VB, IN, ",", B-ADVP
IN, ",", "''", O
",", "''", VBD, O
"''", VBD, NNP, B-VP
VBD, NNP, NNP, B-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ",", I-NP
NNP, ",", NN, O
",", NN, NN, B-NP
NN, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, ",", B-NP
NNP, ",", NNP, I-NP
",", NNP, ",", I-NP
NNP, ",", NNP, I-NP
",", NNP, CC, I-NP
NNP, CC, NNP, I-NP
CC, NNP, ., I-NP
NNP, ., DT, O
., DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", VBD, O
",", VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, WP, I-NP
NN, WP, VBD, B-NP
WP, VBD, NN, B-VP
VBD, NN, ",", B-NP
NN, ",", VBZ, O
",", VBZ, IN, B-VP
VBZ, IN, NNS, B-SBAR
IN, NNS, TO, B-NP
NNS, TO, VB, B-VP
TO, VB, JJ, I-VP
VB, JJ, NNS, B-NP
JJ, NNS, WDT, I-NP
NNS, WDT, VBP, B-NP
WDT, VBP, IN, B-VP
VBP, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., IN, O
., IN, PRP, B-SBAR
IN, PRP, VBP, B-NP
PRP, VBP, DT, B-VP
VBP, DT, JJR, B-NP
DT, JJR, NN, I-NP
JJR, NN, NN, I-NP
NN, NN, ",", I-NP
NN, ",", PRP, O
",", PRP, MD, B-NP
PRP, MD, RB, B-VP
MD, RB, VB, I-VP
RB, VB, IN, I-VP
VB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, WDT, I-NP
NN, WDT, MD, B-NP
WDT, MD, VB, B-VP
MD, VB, PRP$, I-VP
VB, PRP$, NN, B-NP
PRP$, NN, ., I-NP
NN, ., DT, O
., DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, NN, I-VP
VB, NN, JJ, B-NP
NN, JJ, IN, B-ADJP
JJ, IN, PRP, B-SBAR
IN, PRP, VBZ, B-NP
PRP, VBZ, CD, B-VP
VBZ, CD, NN, B-NP
CD, NN, NNS, I-NP
NN, NNS, IN, I-NP
NNS, IN, NNP, B-PP
IN, NNP, NNS, B-NP
NNP, NNS, ",", I-NP
NNS, ",", VBZ, O
",", VBZ, IN, B-VP
VBZ, IN, JJS, B-ADVP
IN, JJS, DT, I-ADVP
JJS, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, CC, I-NP
NN, CC, VBZ, O
CC, VBZ, RB, B-VP
VBZ, RB, VB, I-VP
RB, VB, NN, I-VP
VB, NN, IN, B-NP
NN, IN, IN, B-PP
IN, IN, JJS, B-NP
IN, JJS, CD, I-NP
JJS, CD, NN, I-NP
CD, NN, IN, I-NP
NN, IN, IN, B-PP
IN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, CD, I-NP
JJ, CD, ., I-NP
CD, ., DT, O
., DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, RB, B-VP
MD, RB, VB, I-VP
RB, VB, IN, I-VP
VB, IN, DT, B-SBAR
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, NN, B-VP
VBZ, NN, CC, B-NP
NN, CC, RB, O
CC, RB, VBZ, B-ADVP
RB, VBZ, RB, B-VP
VBZ, RB, JJ, O
RB, JJ, ., B-ADJP
JJ, ., DT, O
., DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, MD, I-NP
NN, MD, RB, B-VP
MD, RB, VB, I-VP
RB, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NN, B-SBAR
IN, NN, VBZ, B-NP
NN, VBZ, RB, B-VP
VBZ, RB, VBN, I-VP
RB, VBN, ., I-VP
VBN, ., RB, O
., RB, ",", B-ADVP
RB, ",", RB, O
",", RB, IN, B-SBAR
RB, IN, DT, I-SBAR
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, RB, B-VP
VBZ, RB, VB, I-VP
RB, VB, NN, I-VP
VB, NN, ",", B-NP
NN, ",", DT, O
",", DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, IN, I-VP
VBN, IN, DT, B-PP
IN, DT, VBN, B-NP
DT, VBN, NN, I-NP
VBN, NN, ., I-NP
NN, ., CC, O
., CC, DT, O
CC, DT, NNS, B-NP
DT, NNS, VBP, I-NP
NNS, VBP, RB, B-VP
VBP, RB, JJ, B-ADVP
RB, JJ, NNS, B-NP
JJ, NNS, CC, I-NP
NNS, CC, JJ, O
CC, JJ, NN, B-NP
JJ, NN, NNS, I-NP
NN, NNS, WDT, I-NP
NNS, WDT, VBP, B-NP
WDT, VBP, RB, B-VP
VBP, RB, VB, I-VP
RB, VB, NNS, I-VP
VB, NNS, IN, B-NP
NNS, IN, PRP$, B-PP
IN, PRP$, NNS, B-NP
PRP$, NNS, ., I-NP
NNS, ., DT, O
., DT, NNP, B-NP
DT, NNP, NNS, I-NP
NNP, NNS, IN, B-VP
NNS, IN, PRP$, B-SBAR
IN, PRP$, NN, B-NP
PRP$, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, $, I-VP
VB, $, CD, B-NP
$, CD, CD, I-NP
CD, CD, DT, I-NP
CD, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, CC, I-NP
NN, CC, DT, O
CC, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, $, B-PP
IN, $, CD, B-NP
$, CD, CD, I-NP
CD, CD, IN, I-NP
CD, IN, CD, B-PP
IN, CD, NNS, B-NP
CD, NNS, ., I-NP
NNS, ., DT, O
., DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, RB, I-VP
VB, RB, JJR, B-NP
RB, JJR, ., I-NP
JJR, ., RB, O
., RB, IN, B-SBAR
RB, IN, NNP, I-SBAR
IN, NNP, NNP, B-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, NNS, B-VP
VBZ, NNS, IN, B-NP
NNS, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, ",", I-NP
NNS, ",", DT, O
",", DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, VBZ, I-NP
NN, VBZ, NNS, B-VP
VBZ, NNS, MD, B-NP
NNS, MD, VB, B-VP
MD, VB, RB, I-VP
VB, RB, RBR, B-ADJP
RB, RBR, JJ, I-ADJP
RBR, JJ, ., I-ADJP
JJ, ., ``, O
., ``, EX, O
``, EX, VBZ, B-NP
EX, VBZ, DT, B-VP
VBZ, DT, NN, B-NP
DT, NN, PRP, I-NP
NN, PRP, MD, B-NP
PRP, MD, VB, B-VP
MD, VB, NNS, I-VP
VB, NNS, RBR, B-NP
NNS, RBR, JJ, B-ADJP
RBR, JJ, ",", I-ADJP
JJ, ",", "''", O
",", "''", PRP, O
"''", PRP, VBD, B-NP
PRP, VBD, ., B-VP
VBD, ., ``, O
., ``, DT, O
``, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBD, I-NP
NN, VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, WDT, I-NP
NN, WDT, VBD, B-NP
WDT, VBD, DT, B-VP
VBD, DT, NNS, B-NP
DT, NNS, RBR, I-NP
NNS, RBR, JJ, B-ADJP
RBR, JJ, ., I-ADJP
JJ, ., DT, O
., DT, JJ, B-NP
DT, JJ, RB, I-NP
JJ, RB, VBN, I-NP
RB, VBN, NN, I-NP
VBN, NN, NN, I-NP
NN, NN, VBD, I-NP
NN, VBD, CD, B-VP
VBD, CD, NN, B-NP
CD, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, ",", B-NP
NNP, ",", RB, O
",", RB, IN, B-ADVP
RB, IN, IN, B-PP
IN, IN, DT, I-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, IN, I-NP
NNS, IN, JJ, B-PP
IN, JJ, NNS, B-NP
JJ, NNS, ",", I-NP
NNS, ",", VBG, O
",", VBG, TO, B-PP
VBG, TO, NNP, B-PP
TO, NNP, NNPS, B-NP
NNP, NNPS, ., I-NP
NNPS, ., DT, O
., DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, IN, B-VP
VBD, IN, NNS, B-SBAR
IN, NNS, VBD, B-NP
NNS, VBD, NNS, B-VP
VBD, NNS, IN, B-NP
NNS, IN, JJR, B-PP
IN, JJR, IN, B-NP
JJR, IN, CD, B-PP
IN, CD, TO, B-NP
CD, TO, CD, B-PP
TO, CD, IN, B-NP
CD, IN, DT, B-PP
IN, DT, CD, B-NP
DT, CD, NNS, I-NP
CD, NNS, PRP, I-NP
NNS, PRP, VBZ, B-NP
PRP, VBZ, ., B-VP
VBZ, ., IN, O
., IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, CD, I-NP
JJ, CD, NNS, I-NP
CD, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", NNP, O
",", NNP, VBD, B-NP
NNP, VBD, DT, B-VP
VBD, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, CD, I-VP
VBN, CD, NN, B-NP
CD, NN, ., I-NP
NN, ., DT, O
., DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, RB, B-VP
VBD, RB, TO, B-ADVP
RB, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, NNS, B-NP
DT, NNS, IN, I-NP
NNS, IN, JJ, B-PP
IN, JJ, NN, B-NP
JJ, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, IN, B-NP
NNS, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, ",", I-NP
NN, ",", CC, O
",", CC, PRP$, O
CC, PRP$, NN, B-NP
PRP$, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, MD, I-NP
NNS, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, RB, I-VP
VBN, RB, IN, B-ADVP
RB, IN, DT, B-SBAR
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, TO, B-VP
VBZ, TO, VB, I-VP
TO, VB, ., I-VP
VB, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, VBG, I-NP
NN, VBG, CD, B-VP
VBG, CD, NNP, B-NP
CD, NNP, NNP, I-NP
NNP, NNP, NNS, I-NP
NNP, NNS, ., I-NP
NNS, ., DT, O
., DT, NN, B-NP
DT, NN, RB, I-NP
NN, RB, VBD, B-ADVP
RB, VBD, DT, B-VP
VBD, DT, NNS, B-NP
DT, NNS, JJ, I-NP
NNS, JJ, IN, B-ADJP
JJ, IN, JJ, B-PP
IN, JJ, NN, B-NP
JJ, NN, ",", I-NP
NN, ",", NNS, O
",", NNS, CC, B-NP
NNS, CC, JJ, O
CC, JJ, NNS, B-NP
JJ, NNS, TO, I-NP
NNS, TO, VB, B-VP
TO, VB, JJ, I-VP
VB, JJ, NN, B-NP
JJ, NN, NNS, I-NP
NN, NNS, ., I-NP
NNS, ., IN, O
., IN, NN, B-PP
IN, NN, ",", B-NP
NN, ",", DT, O
",", DT, RB, B-NP
DT, RB, JJ, I-NP
RB, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, JJ, B-PP
IN, JJ, NNS, B-NP
JJ, NNS, VBD, I-NP
NNS, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, JJ, I-VP
VB, JJ, NN, B-NP
JJ, NN, ., I-NP
NN, ., DT, O
., DT, NNP, B-NP
DT, NNP, IN, I-NP
NNP, IN, NNP, B-PP
IN, NNP, CC, B-NP
NNP, CC, NNP, O
CC, NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, RB, I-VP
VB, RB, JJ, B-NP
RB, JJ, IN, I-NP
JJ, IN, CD, I-NP
IN, CD, JJ, I-NP
CD, JJ, NNS, I-NP
JJ, NNS, JJ, I-NP
NNS, JJ, IN, B-ADJP
JJ, IN, DT, B-PP
IN, DT, VBN, B-NP
DT, VBN, JJ, B-VP
VBN, JJ, ",", B-ADJP
JJ, ",", DT, O
",", DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, VBD, I-NP
NNP, VBD, VBN, B-VP
VBD, VBN, TO, I-VP
VBN, TO, VB, I-VP
TO, VB, NN, I-VP
VB, NN, IN, B-NP
NN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, TO, I-NP
NN, TO, NN, B-PP
TO, NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", CC, O
",", CC, DT, O
CC, DT, NNP, B-NP
DT, NNP, VBD, I-NP
NNP, VBD, VBG, B-VP
VBD, VBG, NN, I-VP
VBG, NN, IN, B-NP
NN, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, TO, I-NP
NNS, TO, NN, B-PP
TO, NN, NNS, B-NP
NN, NNS, TO, I-NP
NNS, TO, JJ, B-PP
TO, JJ, NN, B-NP
JJ, NN, IN, I-NP
NN, IN, VBG, B-PP
IN, VBG, NN, B-VP
VBG, NN, ., B-NP
NN, ., CC, O
., CC, DT, O
CC, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, JJ, B-PP
IN, JJ, NN, B-NP
JJ, NN, NNS, I-NP
NN, NNS, RB, I-NP
NNS, RB, VBZ, B-ADVP
RB, VBZ, VBG, B-VP
VBZ, VBG, JJ, I-VP
VBG, JJ, IN, B-ADJP
JJ, IN, IN, B-PP
IN, IN, DT, I-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, IN, I-NP
NNS, IN, NN, B-PP
IN, NN, IN, B-VP
NN, IN, NNP, B-PRT
IN, NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", CC, O
",", CC, NNP, O
CC, NNP, MD, B-NP
NNP, MD, VB, B-VP
MD, VB, IN, I-VP
VB, IN, NN, B-PP
IN, NN, TO, B-NP
NN, TO, VB, B-VP
TO, VB, JJR, I-VP
VB, JJR, NN, B-NP
JJR, NN, RB, I-NP
NN, RB, ., B-ADVP
RB, ., IN, O
., IN, NNP, B-PP
IN, NNP, POS, B-NP
NNP, POS, NN, B-NP
POS, NN, ",", I-NP
NN, ",", NNP, O
",", NNP, VBD, B-NP
NNP, VBD, $, B-VP
VBD, $, CD, B-NP
$, CD, CD, I-NP
CD, CD, IN, I-NP
CD, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", CC, O
",", CC, NNP, O
CC, NNP, NNP, B-NP
NNP, NNP, NN, I-NP
NNP, NN, NNP, I-NP
NN, NNP, NNP, I-NP
NNP, NNP, VBD, I-NP
NNP, VBD, $, B-VP
VBD, $, CD, B-NP
$, CD, CD, I-NP
CD, CD, IN, I-NP
CD, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, CC, B-VP
VBZ, CC, MD, O
CC, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, IN, I-VP
VBN, IN, JJ, B-PP
IN, JJ, NNS, B-NP
JJ, NNS, VBN, I-NP
NNS, VBN, TO, B-ADJP
VBN, TO, DT, B-PP
TO, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., RB, O
., RB, ",", B-ADVP
RB, ",", RB, O
",", RB, ",", B-ADVP
RB, ",", JJ, O
",", JJ, NNS, B-NP
JJ, NNS, IN, I-NP
NNS, IN, NN, B-PP
IN, NN, NN, B-NP
NN, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, IN, I-VP
VB, IN, NN, B-PP
IN, NN, IN, B-NP
NN, IN, JJ, B-PP
IN, JJ, NNS, B-NP
JJ, NNS, IN, I-NP
NNS, IN, NN, B-PP
IN, NN, NN, B-NP
NN, NN, ., I-NP
NN, ., ``, O
., ``, DT, O
``, DT, RB, B-NP
DT, RB, VBZ, B-ADVP
RB, VBZ, IN, B-VP
VBZ, IN, PRP, B-SBAR
IN, PRP, MD, B-NP
PRP, MD, RB, B-VP
MD, RB, VB, I-VP
RB, VB, RB, I-VP
VB, RB, IN, B-NP
RB, IN, DT, B-PP
IN, DT, IN, B-NP
DT, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, WDT, I-NP
NNS, WDT, VBP, B-NP
WDT, VBP, RB, B-VP
VBP, RB, VBG, I-VP
RB, VBG, PRP, I-VP
VBG, PRP, ",", B-NP
PRP, ",", CC, O
",", CC, PRP, O
CC, PRP, MD, B-NP
PRP, MD, VB, B-VP
MD, VB, TO, I-VP
VB, TO, VB, I-VP
TO, VB, JJ, I-VP
VB, JJ, NNS, B-NP
JJ, NNS, IN, I-NP
NNS, IN, JJ, B-PP
IN, JJ, NN, B-NP
JJ, NN, ",", I-NP
NN, ",", "''", O
",", "''", NNP, O
"''", NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, ., B-VP
VBD, ., DT, O
., DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, VBZ, I-NP
NN, VBZ, RB, B-VP
VBZ, RB, RB, I-VP
RB, RB, VBG, I-VP
RB, VBG, RB, I-VP
VBG, RB, TO, I-VP
RB, TO, VB, I-VP
TO, VB, WRB, I-VP
VB, WRB, JJ, B-NP
WRB, JJ, DT, I-NP
JJ, DT, NN, B-NP
DT, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, PRP, I-VP
VB, PRP, ., B-NP
PRP, ., CC, O
., CC, NNP, O
CC, NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, ",", B-VP
VBD, ",", ``, O
",", ``, EX, O
``, EX, MD, B-NP
EX, MD, VB, B-VP
MD, VB, ",", I-VP
VB, ",", PRP, O
",", PRP, VBP, B-NP
PRP, VBP, RB, B-VP
VBP, RB, RB, B-ADVP
RB, RB, ",", I-ADVP
RB, ",", DT, O
",", DT, RB, B-NP
DT, RB, JJ, I-NP
RB, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, VBN, B-NP
NN, VBN, IN, B-VP
VBN, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, IN, I-NP
NNS, IN, NN, B-PP
IN, NN, ., B-NP
NN, ., "''", O
., "''", IN, O
"''", IN, NNP, B-PP
IN, NNP, ",", B-NP
NNP, ",", NNS, O
",", NNS, RB, B-NP
NNS, RB, VBP, B-ADVP
RB, VBP, VBG, B-VP
VBP, VBG, IN, I-VP
VBG, IN, NNS, B-PP
IN, NNS, TO, B-NP
NNS, TO, VB, B-VP
TO, VB, NN, I-VP
VB, NN, NNS, B-NP
NN, NNS, ., I-NP
NNS, ., NNP, O
., NNP, MD, B-NP
NNP, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, TO, I-VP
VBN, TO, DT, B-PP
TO, DT, VBG, B-NP
DT, VBG, NN, I-NP
VBG, NN, NN, I-NP
NN, NN, VBG, I-NP
NN, VBG, DT, B-VP
VBG, DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ",", I-NP
NNP, ",", WDT, O
",", WDT, VBZ, B-NP
WDT, VBZ, JJ, B-VP
VBZ, JJ, NN, B-NP
JJ, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., RBR, O
., RBR, JJ, B-ADVP
RBR, JJ, ",", I-ADVP
JJ, ",", NN, O
",", NN, NNS, B-NP
NN, NNS, MD, I-NP
NNS, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, TO, I-VP
VBN, TO, DT, B-PP
TO, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, NN, I-NP
NN, NN, IN, I-NP
NN, IN, NNP, B-NP
IN, NNP, VBZ, B-NP
NNP, VBZ, TO, B-VP
VBZ, TO, VB, I-VP
TO, VB, VBG, I-VP
VB, VBG, JJ, I-VP
VBG, JJ, NN, B-NP
JJ, NN, ., I-NP
NN, ., CC, O
., CC, PRP, O
CC, PRP, VBZ, B-NP
PRP, VBZ, RB, B-VP
VBZ, RB, RB, O
RB, RB, NNP, O
RB, NNP, POS, B-NP
NNP, POS, NN, B-NP
POS, NN, NNS, I-NP
NN, NNS, WDT, I-NP
NNS, WDT, VBP, B-NP
WDT, VBP, NN, B-VP
VBP, NN, JJ, I-VP
NN, JJ, :, B-ADVP
JJ, :, PRP$, O
:, PRP$, NN, B-NP
PRP$, NN, NN, I-NP
NN, NN, RB, I-NP
NN, RB, VBZ, B-ADVP
RB, VBZ, VBN, B-VP
VBZ, VBN, ., I-VP
VBN, ., NNP, O
., NNP, RB, B-NP
NNP, RB, VBZ, B-ADVP
RB, VBZ, JJ, B-VP
